1,CDS,Character,14,County/District/School code
2,STYPE,Character,1,"School Type: (E=Elem, M=Middle, H=High,)"
3,SMALL,Character,1,"S=Small School, Blank=Not a Small School"
4,SNAME,Character,40,School Name
5,DNAME,Character,30,District Name
6,CNAME,Character,15,County Name
7,FLAG,Character,5,Flag Values
8,VALID_NUM,Character,5,Number of Students Included in the 2002 API
9,API02,Character,5,Tested 2002 API (Base)Ê
,,,,(Note: Should have asterisk if Valid_Num < 100)
10,ST_RANK,Character,5,Statewide RankÊ
,,,,(Note: Should have asterisk if Valid_Num < 100)
11,SIM_RANK,Character,5,Similar Schools Rank
12,GR_TARG,Character,5,2002API Growth Target
13,API_TARG,Character,5,2002 API Target
14,AA_NUM,Character,5,Number of African Americans Included in API
15,AA_SIG,Character,5,African Americans Significant? (Yes/No)
16,AA_API,Character,5,2002 African American API (Base)
17,AA_GT,Character,5,2002 African American Subgroup Growth Target
18,AA_TARG,Character,5,2002 African American Subgroup API Target
19,AI_NUM,Character,5,Number of American Indians Included in API
20,AI_SIG,Character,5,American Indians Significant? (Yes/No)
21,AI_API,Character,5,2002 American Indians API (Base)
22,AI_GT,Character,5,2002 American Indians Subgroup Growth Target
23,AI_TARG,Character,5,2002 American Indians Subgroup API Target
24,AS_NUM,Character,5,Number of Asians Included in API
25,AS_SIG,Character,5,Asians Significant? (Yes/No)
26,AS_API,Character,5,2002 Asian API (Base)
27,AS_GT,Character,5,2002 Asian Subgroup Growth Target
28,AS_TARG,Character,5,2002 Asian Subgroup API Target
29,FI_NUM,Character,5,Number of Filipinos Included in API
30,FI_SIG,Character,5,Filipino Significant? (Yes/No)
31,FI_API,Character,5,2002 Filipino API (Base)
32,FI_GT,Character,5,2002 Filipino Subgroup Growth Target
33,FI_TARG,Character,5,2002 Filipino Subgroup API Target
34,HI_NUM,Character,5,Number of Hispanics included in API
35,HI_SIG,Character,5,Hispanics Significant? (Yes/No)
36,HI_API,Character,5,2002 Hispanics API (Base)
37,HI_GT,Character,5,2002 Hispanics Subgroup Growth Target
38,HI_TARG,Character,5,2002 Hispanics Subgroup API Target
39,PI_NUM,Character,5,Number of Pacific Islanders Included in API
40,PI_SIG,Character,5,Pacific Islanders Significant? (Yes/No)
41,PI_API,Character,5,2002 Pacific Islanders API (Base)
42,PI_GT,Character,5,2002 Pacific Islanders Subgroup Growth Target
43,PI_TARG,Character,5,2002 Subgroup API Target
44,WH_NUM,Character,5,Number of whites included in API
45,WH_SIG,Character,5,White Significant? (Yes/No)
46,WH_API,Character,5,2002 Whites API (Base)
47,WH_GT,Character,5,2002 Whites Subgroup Growth Target
48,WH_TARG,Character,5,2002 White API Target
49,SD_NUM,Character,5,Number of Socioeconomically Disadvantaged (SD) Students Included in API
50,SD_SIG,Character,5,Socioeconomically Disadvantaged Significant? (Yes/No)
51,SD_API,Character,5,2002 Socioeconomically Disadvantaged API (Base)
52,SD_GT,Character,5,2002 Socioeconomically Disadvantaged subgroup Growth Target
53,SD_TARG,Character,5,2002 Socioeconomically Disadvantaged API Target
54,PCT_AA,Character,5,Percent African American
55,PCT_AI,Character,5,Percent American Indian
56,PCT_AS,Character,5,Percent Asian
57,PCT_FI,Character,5,Percent Filipino
58,PCT_HI,Character,5,Percent Hispanic or Latino
59,PCT_PI,Character,5,Percent Pacific Islander
60,PCT_WH,Character,5,Percent White
61,MEALS,Character,5,Percentage of Students Tested that are Participants in the Free or Reduced Price Lunch Program
62,EL,Character,5,Percent English Learners
63,YR_RND,Character,5,Year Round School
64,SMOB,Character,5,Percentage of Students Who First Attended this School in the Present Year
65,DMOB,Character,5,Percentage of Students Who First Attended this District in the Present Year
66,ACS_K3,Character,5,Average Class Size (Grades K-3)
67,ACS_46,Character,5,Average Class Size (Grades 4-6)
68,ACS_CORE,Character,5,Number of Core Academic Courses
69,PCT_RESP,Character,5,Percent of Student Answer Documents with Parent Education Level Information
70,NOT_HSG,Character,5,Parent Ed Level: Percent Not High School Graduate
71,HSG,Character,5,Parent Ed Level: Percent High School Graduate
72,SOME_COL,Character,5,Parent Ed Level: Percent Some College
73,COL_GRAD,Character,5,Parent Ed Level: Percent College Graduate
74,GRAD_SCH,Character,5,Parent Ed Level: Percent Graduate School
75,AVG_ED,Character,5,Average Parent Education Level
76,FULL,Character,5,Percent Teachers at this School with Full Credentials
77,EMER,Character,5,Percent Teachers at this School with Emergency Credentials
78,ENROLL,Character,5,Number of Students Enrolled on the First Day of Testing for Grades 2-11
79,IEP,Character,5,Number of Students Excused from Testing by Individualized Education Program Statement
80,PARENT_OPT,Character,5,Number of Students Excused from Testing by Parental Written Request
81,TESTED,Character,5,Number of Students Tested
82,SCI,Character,10,School Characteristic Index
